Painted and Graphic Decoration,W.55-1938,16
Painted and Graphic Decoration,1598-1871,16
Painted and Graphic Decoration,CIRC.214-1970,16
Painted and Graphic Decoration,1598-1871,17
Painted and Graphic Decoration,CIRC.214-1970,17
Painted and Graphic Decoration,W.3-1951,17
Painted and Graphic Decoration,898-1877,17
Painted and Graphic Decoration,IS.25-1970,17
Stone Decoration,W.24-2003,18
Stone Decoration,56-1881,18
Stone Decoration,809-1869,18
Stone Decoration,LOAN:GILBERT.105-2008,18
Roentgen portal,W.2-1996,19
Roentgen portal,1060-1882,19
"Veneering, marquetry and inlay",W.3-1943,20
"Veneering, marquetry and inlay",1019-1882,20
"Veneering, marquetry and inlay",W.37-1953,20
"Veneering, marquetry and inlay",W.6-2011,20
"Veneering, marquetry and inlay",41-1869,20
"Veneering, marquetry and inlay",IS.39-1989,20
"Veneering, marquetry and inlay",CIRC.79B-1975,20
"Veneering, marquetry and inlay",1999-1900,21
"Veneering, marquetry and inlay",W.10-1957,21
"Veneering, marquetry and inlay",1118-1882,21
"Veneering, marquetry and inlay",861-1907,21
"Veneering, marquetry and inlay",1118-1882,22
"Veneering, marquetry and inlay",861-1907,22
"Veneering, marquetry and inlay",W.11-1965,22
"Veneering, marquetry and inlay",270-1895,22
"Veneering, marquetry and inlay",01159 (IS),22
"Veneering, marquetry and inlay",01997(IS),22
"Veneering, marquetry and inlay",CIRC.1155-1924,22
"Veneering, marquetry and inlay",936-1904,22
"Veneering, marquetry and inlay",778-1885,22
"Veneering, marquetry and inlay",128-1892,22
Chippendale portal,W.24-1917,23
Chippendale portal,W.67-1940,23
Carving,7694-1861,24
Carving,926-1900,24
Carving,7881-1861,24
Carving,679-1864,24
Carving,W.46-1926,24
Carving,798-1895,24
Carving,W.7-1967,24
Carving,W.5A-1910,24
Carving,2387-1855,24
Carving,2387-1855,25
Carving,W.41-1934,25
Carving,W.10-1971,25
Carving,W.20-1978,25
Carving,W.20-1978,26
Carving,512-1907,26
Carving,W.51-1914,26
Carving,W.54-1921,26
Carving,W.112-1924,26
Carving,7204-1860,26
Carving,IS.57-1983,26
Joinery and cabinet-making,FE.66-1983,27
Joinery and cabinet-making,W.5-1938,27
Joinery and cabinet-making,693-1895,27
Joinery and cabinet-making,LOAN:BM.1065-2012,27
Joinery and cabinet-making,W.20-1975,27
Joinery and cabinet-making,W.46A-1946,27
Joinery and cabinet-making,W.16-1975,28
Joinery and cabinet-making,NCOL.551-2012,28
Joinery and cabinet-making,W.3-1940,28
Joinery and cabinet-making,W.3-1940,29
Joinery and cabinet-making,W.80-1962,29
Joinery and cabinet-making,W.21-1958,29
Frank Lloyd Wright portal,W.43-1981,30
Frank Lloyd Wright portal,W.44-1981,30
Frank Lloyd Wright portal,W.4-1992,30
Cutting Sheet,LOAN:LADYLEVER.1-2012,31
Cutting Sheet,W.4-1996,31
Cutting Sheet,W.28-1982,31
Cutting Sheet,CIRC.17-1970,31
Cutting Sheet,W.22-2003,31
Cutting Sheet,CIRC.18-1970,32
Cutting Sheet,W.22-2003,32
Cutting Sheet,W.19-1979,32
Cutting Sheet,W.3-1994,32
Cutting Sheet,W.17-1997,32
Thonet portal,W.31-2011,33
Thonet portal,W.10-2012,33
Thonet portal,W.30-2012,33
Moulding solids,W.7-1918,34
Moulding solids,W.39-1981,34
Moulding solids,W.26-1978,34
Moulding solids,W.10-1982,34
Moulding solids,W.49-1984,34
Moulding solids,W.10-1982,35
Moulding solids,W.49-1984,35
Moulding solids,CIRC.64-1970,35
Moulding solids,W.7-1989,35
Moulding solids,W.25-1926,35
Moulding solids,W.3B-1929,35
Moulding solids,W.10-1986,36
Moulding solids,W.3-2010,36
Moulding solids,CIRC.74-1969,36
Moulding solids,488-1899,36
Moulding solids,W.22-2005,36
Moulding solids,W.23:1-3-2005,36
Moulding solids,W.15-2007,36
Chronology 1,W.5-1991,37
Chronology 1,"CIRC.435-1970",37
Chronology 1,W.6-1997,37
Chronology 1,W.5-1991,38
Chronology 1,W.27-1987,38
Chronology 1,W.7-1985,38
Chronology 1,W.1-1995,39
Chronology 1,W.2-1996,39
Chronology 1,W.7-1985,39
Chronology 1,FURN NEW ACQ.5,40
Chronology 1,W.6-1997,40
Chronology 1,W.2-1996,40
Chronology 1,W.1-1995,40
Chronology 2,W.2-2005,41
Chronology 2,W.10-1968,41
Chronology 2,CIRC.847-1956,41
Chronology 2,LOAN:COOPER.5,41
Chronology 2,LOAN:COOPER.5,42
Chronology 2,W.2-2005,42
Chronology 2,W.10-1968,42
Chronology 2,CIRC.847-1956,42
Chronology 3,W.13-1939,43
Chronology 3,W.39-1967,43
Chronology 3,W.22-1983,43
Chronology 3,W.20-1961,43
Chronology 3,W.20-1961,44
Chronology 3,W.13-1939,44
Chronology 3,W.39-1967,44
Chronology 3,W.22-1983,44
Chronology 4,W.32-1912,45
Chronology 4,W.32-1977,45
Chronology 4,1387-1888,45
Chronology 4,W.32-1912,46
Chronology 4,W.32-1977,46
Chronology 4,1387-1888,46
Chronology 4,1387-1888,47
Chronology 4,W.32-1977,47
Chronology 4,W.32-1912,47
Chronology 5,FE.33-1983,48
Chronology 5,W.20-1959,48
Chronology 5,W.12-1968,48
Chronology 5,4256-1856,48
Chronology 5,FE.33-1983,49
Chronology 5,W.20-1959,49
Chronology 5,W.12-1968,49
Chronology 5,4256-1856,49
Chronology 5,4256-1856,50
Chronology 5,W.12-1968,50
Chronology 5,W.20-1959,50
Chronology 5,FE.33-1983,50
Chronology 6,LOAN:CO OF JOINERS.1,51
Chronology 6,143-1898,51
Chronology 6,900-1904,51
Chronology 6,236-1869,51
Chronology 6,243-1864,51
Chronology 6,LOAN:CO OF JOINERS.1,52
Chronology 6,900-1904,52
Chronology 6,143-1898,52
Chronology 6,243-1864,53
Chronology 6,236-1869,53
Chronology 6,900-1904,53
Chronology 6,243-1864,54
Chronology 6,236-1869,54
Chronology 6,143-1898,54
Chronology 6,900-1904,54
Digital production,"W.32-2011",55
Digital production,W.29-2011,55
Digital production,W.18-2011,55
